Sales Register-Itemwise
Date Range: ,From 15/12/2025 to 15/12/2025
Category: ,"All"
Sub Category: ,"All"
Product: ,"All"
UOM: ,"BASE UOM"
DS Type: ,"All"
Salesman: ,"All"
Beat: ,"All"
TL: ,"All"
Transaction Type: ,"All"
"Cagetory","Sub Category","Market SKU","Item Code","Item Name","Batch","PKD","Expiry","UOM","Invoice Qty","Sales Return Qty","MRP Per Pack","Goods Value","Gross Amount","Total Discount","Tax Group Amount","Total","HSNCode","Invoice No.","Sales Return","Invoice / SR  Date","Outlet ID","Outlet Name","Channel Type","Outlet Type","Loyalty Program","RCS ID","UID","DS Id","DS Name","DS Type","Beat","TL Id","TL Name","TL Type"
"17 AGARBATTI","Popular Large Pack","MD60FUSIONS","12736","MD RS 60 FUSIONS 91G PROMO_12736","A261124326","22/11/2024","01/01/2099","KG","0.1820","0.0000","60.0000","74.8272","74.8272","0.0000","3.7414","78.5686","33074100","I/25-26/055091","","15/12/2025","347SD850434","NEW PRABHU GENERAL STORES","Retail","Grocery","Retail Others","180601719661","180601719661","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Small Pack","MD103IN1","12611","MD 10 NEW3IN1RS.10NP 14G-OUTER (N)_12611","A21-1-130136503","31/07/2025","01/01/2099","KG","0.0840","0.0000","10.0000","45.0564","42.8622","2.1942","2.1432","45.0054","33074100","I/25-26/055091","","15/12/2025","347SD850434","NEW PRABHU GENERAL STORES","Retail","Grocery","Retail Others","180601719661","180601719661","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"18 MATCHES","Basic","SHIPHOR","21188","SHIP SUPERIOR RS1 27S_21188","1125BI","05/11/2025","01/01/2099","M_S","0.3000","0.0000","10.0000","212.7900","212.7900","0.0000","10.6396","223.4296","36050010","I/25-26/055091","","15/12/2025","347SD850434","NEW PRABHU GENERAL STORES","Retail","Grocery","Retail Others","180601719661","180601719661","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Savlon Glycerine Soaps","SVGLY45","PSVSO0260","SAVLON GLYCERIN SOAP 45.5G_PSVSO0260","900501025","11/10/2025","11/10/2028","KG","0.5460","0.0000","10.0000","100.5288","100.5288","0.0000","5.0264","105.5552","34011190","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Vivel Cartons","VVSATINSOFT125*4","PVVSO1133","VIVEL ALOE VERA 90GX4+1_PVVSO1133","900430825-1-07010866","26/08/2025","27/08/2027","KG","0.9000","0.0000","130.0000","197.1554","197.1554","0.0000","9.8578","207.0132","34011190","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Vivel Rs.10","VVCOOL50","PVVSO0992","VIVEL COOL MINT 42G_PVVSO0992","H00150525","06/05/2025","06/05/2027","KG","0.2940","0.0000","10.0000","51.9876","51.9876","0.0000","2.5994","54.5870","34011190","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Vivel Rs.10","VVPSO42","PVVSO1095","VIVEL SANDAL SS 42G_PVVSO1095","H00240125-1-16022430","28/01/2025","29/01/2027","KG","0.5040","0.0000","10.0000","89.1216","89.1216","0.0000","4.4560","93.5776","34011190","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Vivel Rs.10","VVSATINSOFT75","PVVSO1164","VIVEL ALOE VERA 44G_PVVSO1164","H00220825","13/08/2025","13/08/2027","KG","0.5280","0.0000","10.0000","89.4540","89.4540","0.0000","4.4728","93.9268","34011190","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD60FUSIONS","12736","MD RS 60 FUSIONS 91G PROMO_12736","A261124326","22/11/2024","01/01/2099","KG","0.1820","0.0000","60.0000","74.8272","74.8272","0.0000","3.7414","78.5686","33074100","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Small Pack","MD10MOGRAGM","12621","MD REFRESH MOGRA NP 14G (N)_12621","A06-1-121721556","30/09/2025","01/01/2099","KG","0.0840","0.0000","10.0000","44.7468","42.5676","2.1792","2.1284","44.6960","33074100","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"18 MATCHES","Basic","SHIPHOR","21188","SHIP SUPERIOR RS1 27S_21188","1125BI","05/11/2025","01/01/2099","M_S","0.6000","0.0000","10.0000","425.5800","425.5800","0.0000","21.2790","446.8590","36050010","I/25-26/055092","","15/12/2025","347RCS2016-136","SOCIETY GRAIN CENTER","Retail","Grocery","Retail Others","180601659709","180601659709","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Fiama Soaps","FDGBB75X6","PFDSO0630","FIAMA GBB MV 75G CFC WIN-HANGER_PFDSO0630","900500325","08/03/2025","07/03/2028","KG","0.0750","0.0000","40.0000","30.1318","30.1318","0.0000","1.5066","31.6384","34011190","I/25-26/055093","","15/12/2025","347SD850573","RAJU  KIRANA","Retail","Grocery","Retail Others","180602813859","180602813859","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Dhoop","DHOOP65SCNTCOMB1","12703","MD RS.65 POPULAR SCENT DHOOP 24S_12703","A2225053","18/03/2025","01/01/2099","M_S","0.0720","0.0000","65.0000","102.8571","102.8571","0.0000","5.1428","107.9999","33074100","I/25-26/055093","","15/12/2025","347SD850573","RAJU  KIRANA","Retail","Grocery","Retail Others","180602813859","180602813859","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD100SANDG","12461","MD REFRESH SANDAL RS 55 FREE MB_12461","A29","25/08/2025","01/01/2099","KG","0.2850","0.0000","55.0000","119.0571","112.4493","6.6078","5.6224","118.0717","33074100","I/25-26/055093","","15/12/2025","347SD850573","RAJU  KIRANA","Retail","Grocery","Retail Others","180602813859","180602813859","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD50ROSEGM","12828","MD REFRESH ROSE FREE MB 95G_12828","A06-1-163056940","08/05/2025","01/01/2099","KG","0.2850","0.0000","55.0000","112.2393","107.2446","4.9947","5.3622","112.6068","33074100","I/25-26/055093","","15/12/2025","347SD850573","RAJU  KIRANA","Retail","Grocery","Retail Others","180602813859","180602813859","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD60FUSIONS","12736","MD RS 60 FUSIONS 91G PROMO_12736","A261124326","22/11/2024","01/01/2099","KG","0.2730","0.0000","60.0000","112.2408","107.2461","4.9947","5.3624","112.6085","33074100","I/25-26/055093","","15/12/2025","347SD850573","RAJU  KIRANA","Retail","Grocery","Retail Others","180602813859","180602813859","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD60SCENT3IN1","12989","MD RS 60 SCENT 3IN1 PROMO_12989","A22","27/10/2025","01/01/2099","KG","0.2730","0.0000","60.0000","112.2267","112.2267","0.0000","5.6114","117.8381","33074100","I/25-26/055093","","15/12/2025","347SD850573","RAJU  KIRANA","Retail","Grocery","Retail Others","180602813859","180602813859","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Savlon Glycerine Soaps","SVGLY45","PSVSO0260","SAVLON GLYCERIN SOAP 45.5G_PSVSO0260","900501025","11/10/2025","11/10/2028","KG","0.1365","0.0000","10.0000","25.1322","25.1322","0.0000","1.2566","26.3888","34011190","I/25-26/055094","","15/12/2025","347SD270041","RAMDEV GEN STORES","Retail","Grocery","Retail Class A","180601584037","WMUM-FC-149381","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD60FUSIONS","12736","MD RS 60 FUSIONS 91G PROMO_12736","A261124326","22/11/2024","01/01/2099","KG","0.1820","0.0000","60.0000","74.8272","74.8272","0.0000","3.7414","78.5686","33074100","I/25-26/055094","","15/12/2025","347SD270041","RAMDEV GEN STORES","Retail","Grocery","Retail Class A","180601584037","WMUM-FC-149381","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Small Pack","MD10ROSEGM","12613","MD REFRESH ROSE NP 14G (N)_12613","A06-1-130136503","06/09/2025","01/01/2099","KG","0.0840","0.0000","10.0000","45.0564","42.8622","2.1942","2.1432","45.0054","33074100","I/25-26/055094","","15/12/2025","347SD270041","RAMDEV GEN STORES","Retail","Grocery","Retail Class A","180601584037","WMUM-FC-149381","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"18 MATCHES","Basic","SHIPHOR","21188","SHIP SUPERIOR RS1 27S_21188","1125BI","05/11/2025","01/01/2099","M_S","0.6000","0.0000","10.0000","425.5800","425.5800","0.0000","21.2790","446.8590","36050010","I/25-26/055094","","15/12/2025","347SD270041","RAMDEV GEN STORES","Retail","Grocery","Retail Class A","180601584037","WMUM-FC-149381","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"31 HAND SANITIZER","Savlon Hand Sanitizer","SVHSGEL55","PSVHS0065","SAVLON HANDSANITIZER GEL 50ML TRAY_PSVHS0065","SHG25042-1-123201133","18/09/2025","31/08/2027","L","0.1000","0.0000","25.0000","38.5210","38.5210","0.0000","6.9338","45.4548","38089400","I/25-26/055094","","15/12/2025","347SD270041","RAMDEV GEN STORES","Retail","Grocery","Retail Class A","180601584037","WMUM-FC-149381","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"14 SHOWERGEL","Fiama Shower Gel","FDSGBB125","PFDSG0539","FIAMA SHOWER GEL B&B 125ML_PFDSG0539","H00640625-1-07310847","18/06/2025","17/06/2028","L","0.3750","0.0000","60.0000","131.7426","102.6143","29.1283","18.4706","121.0849","33073090","I/25-26/055095","","15/12/2025","347SD850791","KALYAN MEDICAL (K)","Retail","Chemist","Retail Others","181202779310","181202779310","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Dhoop","DHOOP65SCNTCOMB1","12703","MD RS.65 POPULAR SCENT DHOOP 24S_12703","A2225053","18/03/2025","01/01/2099","M_S","0.0480","0.0000","65.0000","68.5714","68.5714","0.0000","3.4286","72.0000","33074100","I/25-26/055096","","15/12/2025","347SD270013","NEW RAHUL PROVISION","Retail","Grocery","Retail Class A","180601623507","WMUM-FC-149379","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD50LAVENDERGM","12826","MD REFRESH LAVENDER FREE MB 95G_12826","A06","28/07/2025","01/01/2099","KG","0.2850","0.0000","55.0000","111.8994","106.9199","4.9795","5.3460","112.2659","33074100","I/25-26/055096","","15/12/2025","347SD270013","NEW RAHUL PROVISION","Retail","Grocery","Retail Class A","180601623507","WMUM-FC-149379","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD50MARIGOLDGM","12457","MD REFRESH MARIGOLD FREE MB 95G_12457","A260525167","26/09/2025","01/01/2099","KG","0.2850","0.0000","55.0000","119.0571","112.4493","6.6078","5.6224","118.0717","33074100","I/25-26/055096","","15/12/2025","347SD270013","NEW RAHUL PROVISION","Retail","Grocery","Retail Class A","180601623507","WMUM-FC-149379","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD50ROSEGM","12828","MD REFRESH ROSE FREE MB 95G_12828","A06-1-163056940","08/05/2025","01/01/2099","KG","0.2850","0.0000","55.0000","112.2393","107.2446","4.9947","5.3622","112.6068","33074100","I/25-26/055096","","15/12/2025","347SD270013","NEW RAHUL PROVISION","Retail","Grocery","Retail Class A","180601623507","WMUM-FC-149379","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"18 MATCHES","Basic","SHIPHOR","21188","SHIP SUPERIOR RS1 27S_21188","1125BI","05/11/2025","01/01/2099","M_S","0.6000","0.0000","10.0000","425.5800","425.5800","0.0000","21.2790","446.8590","36050010","I/25-26/055096","","15/12/2025","347SD270013","NEW RAHUL PROVISION","Retail","Grocery","Retail Class A","180601623507","WMUM-FC-149379","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"31 HAND SANITIZER","Savlon Hand Sanitizer","SVHSGEL55","PSVHS0065","SAVLON HANDSANITIZER GEL 50ML TRAY_PSVHS0065","SHG25042-1-123201133","18/09/2025","31/08/2027","L","0.1000","0.0000","25.0000","38.5210","38.5210","0.0000","6.9338","45.4548","38089400","I/25-26/055096","","15/12/2025","347SD270013","NEW RAHUL PROVISION","Retail","Grocery","Retail Class A","180601623507","WMUM-FC-149379","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"17 AGARBATTI","Popular Large Pack","MD65LAVENDERGM","12422","MD REFRESH RS 65 LAVENDER NP 115G_12422","A290625160","23/06/2025","01/01/2099","KG","1.3800","0.0000","65.0000","476.5716","450.1219","26.4497","22.5060","472.6279","33074100","I/25-26/055097","","15/12/2025","347VM2016-23","SHREE RAM DHANY BHANDAR","Retail","Chemist","Retail Others","180601550144","180601550144","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"18 MATCHES","Basic","SHIPHOR","21188","SHIP SUPERIOR RS1 27S_21188","1125BI","05/11/2025","01/01/2099","M_S","0.6000","0.0000","10.0000","425.5800","425.5800","0.0000","21.2790","446.8590","36050010","I/25-26/055097","","15/12/2025","347VM2016-23","SHREE RAM DHANY BHANDAR","Retail","Chemist","Retail Others","180601550144","180601550144","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"18 MATCHES","VALUE ADDED","HMLITESLARGE","21181","HOMELITES RS.10 200S_21181","1025SRM-2-113249","10/10/2025","01/01/2099","M_S","0.0100","0.0000","10.0000","68.6840","68.6840","0.0000","3.4342","72.1182","36050010","I/25-26/055097","","15/12/2025","347VM2016-23","SHREE RAM DHANY BHANDAR","Retail","Chemist","Retail Others","180601550144","180601550144","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"27 HAND WASH","Savlon Powder Hand Wash","SVHWPD9","PSVHW0409","SAVLON POWDER HANDWASH 8.2G_PSVHW0409","O01990825-2-143007","28/08/2025","22/08/2027","KG","0.1640","0.0000","10.0000","135.5940","130.9838","4.6102","23.5770","154.5608","34025000","I/25-26/055097","","15/12/2025","347VM2016-23","SHREE RAM DHANY BHANDAR","Retail","Chemist","Retail Others","180601550144","180601550144","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"27 HAND WASH","Savlon Hand Wash","SVHWDC200+HS50","PSVHW0430","SAVLON HW DC 200ML+ HANDSANIT50ML_PSVHW0430","5037/80825","22/08/2025","31/07/2027","L","0.2000","0.0000","99.0000","73.9836","73.9836","0.0000","13.3170","87.3006","34025000","I/25-26/055098","","15/12/2025","347SD850788","HASMUKH MEDICAL","Retail","Chemist","Retail Others","181202779307","181202779307","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"27 HAND WASH","Savlon Hand Wash","SVHWMS80","PSVHW0432","SAVLON MOISTURE SHIELD 80ML CB-NC_PSVHW0432","902440925","08/09/2025","07/09/2028","L","0.0800","0.0000","30.0000","18.3745","18.3745","0.0000","3.3074","21.6819","34025000","I/25-26/055098","","15/12/2025","347SD850788","HASMUKH MEDICAL","Retail","Chemist","Retail Others","181202779307","181202779307","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"27 HAND WASH","Savlon Hand Wash","SVHWMS80","PSVHW0432","SAVLON MOISTURE SHIELD 80ML CB-NC_PSVHW0432","902440925-1-12320113","08/09/2025","07/09/2028","L","0.0800","0.0000","30.0000","22.4192","22.4192","0.0000","4.0354","26.4546","34025000","I/25-26/055098","","15/12/2025","347SD850788","HASMUKH MEDICAL","Retail","Chemist","Retail Others","181202779307","181202779307","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"27 HAND WASH","Savlon Powder Hand Wash","SVHWPD9","PSVHW0409","SAVLON POWDER HANDWASH 8.2G_PSVHW0409","O01990825-2-143007","28/08/2025","22/08/2027","KG","0.0820","0.0000","10.0000","67.7970","67.7970","0.0000","12.2034","80.0004","34025000","I/25-26/055098","","15/12/2025","347SD850788","HASMUKH MEDICAL","Retail","Chemist","Retail Others","181202779307","181202779307","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"24 DEODORANT","Engage Pocket Perfume","ENGMANPKTMV18","PENPK0161","ENGAGE ON MAN ASSORTED 17ML_PENPK0161","H00300825","02/09/2025","03/09/2030","L","0.0510","0.0000","65.0000","132.2034","113.1396","19.0638","20.3652","133.5048","33030010","I/25-26/055099","","15/12/2025","347SD850790","ASHOK MEDICAL & GEN","Retail","Chemist","Retail Others","181202779309","181202779309","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"24 DEODORANT","Engage Pocket Perfume","ENGMANPKTMV18","PENPK0161","ENGAGE ON MAN ASSORTED 17ML_PENPK0161","H00300825-2-180211","02/09/2025","03/09/2030","L","0.0510","0.0000","65.0000","132.2034","113.1396","19.0638","20.3652","133.5048","33030010","I/25-26/055099","","15/12/2025","347SD850790","ASHOK MEDICAL & GEN","Retail","Chemist","Retail Others","181202779309","181202779309","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"27 HAND WASH","Savlon Hand Wash","SVHWMS80","PSVHW0432","SAVLON MOISTURE SHIELD 80ML CB-NC_PSVHW0432","902440925-1-12320113","08/09/2025","07/09/2028","L","0.0800","0.0000","30.0000","22.4192","22.4192","0.0000","4.0354","26.4546","34025000","I/25-26/055099","","15/12/2025","347SD850790","ASHOK MEDICAL & GEN","Retail","Chemist","Retail Others","181202779309","181202779309","34717","MANISH - 8779142295   PAYAL -9321848735","Grocery 2 Ds","KAILASH NAGAR GR2","347TL23","ANANTA","TL GR2"
"15 TOILET SOAP","Fiama Soaps","FDGBB75X4","PFDSO0662","FIAMA GBB MINICELEBTN 75GX3+1-WIN_PFDSO0662","900701125","08/11/2025","07/11/2028","KG","0.3000","0.0000","137.0000","115.9804","115.9804","0.0000","5.7990","121.7794","34011190","I/25-26/055100","","15/12/2025","347SD250164","KAILAS MEDICAL","Retail","Chemist","Retail Others","180601539223","C20220002093650","347143","VIRAJ - 9834990365","Grocery 2 Ds","VALDHUNI GR2","347TL22","TL not Mapped",""
"27 HAND WASH","Savlon Hand Wash","SVHWMS80","PSVHW0432","SAVLON MOISTURE SHIELD 80ML CB-NC_PSVHW0432","902440925-1-12320113","08/09/2025","07/09/2028","L","0.0800","0.0000","30.0000","22.4192","22.4192","0.0000","4.0354","26.4546","34025000","I/25-26/055100","","15/12/2025","347SD250164","KAILAS MEDICAL","Retail","Chemist","Retail Others","180601539223","C20220002093650","347143","VIRAJ - 9834990365","Grocery 2 Ds","VALDHUNI GR2","347TL22","TL not Mapped",""
"27 HAND WASH","Savlon Powder Hand Wash","SVHWPD9","PSVHW0409","SAVLON POWDER HANDWASH 8.2G_PSVHW0409","O01990825-1-20151226","28/08/2025","22/08/2027","KG","0.0820","0.0000","10.0000","67.7970","67.7970","0.0000","12.2034","80.0004","34025000","I/25-26/055100","","15/12/2025","347SD250164","KAILAS MEDICAL","Retail","Chemist","Retail Others","180601539223","C20220002093650","347143","VIRAJ - 9834990365","Grocery 2 Ds","VALDHUNI GR2","347TL22","TL not Mapped",""
"14 SHOWERGEL","Fiama Shower Gel","FDSGBB125","PFDSG0539","FIAMA SHOWER GEL B&B 125ML_PFDSG0539","H00640625-1-07310847","18/06/2025","17/06/2028","L","0.3750","0.0000","60.0000","131.7426","102.6143","29.1283","18.4706","121.0849","33073090","I/25-26/055101","","15/12/2025","347SDKM394","GEETANJALI MEDICO","Retail","Chemist","Retail Others","180602806375","180602806375","347143","VIRAJ - 9834990365","Grocery 2 Ds","VALDHUNI GR2","347TL22","TL not Mapped",""
